recordtimeStr;meterCount;voltage;frequence;current;totalPowerFactor;powerfactor;totalActivePower;activepower;totalReactivePower;reactivepower
2019-08-22 01:45:00;238.31;168.7;46.21;4.83;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-22 01:48:00;238.35;172.0;46.55;4.72;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 01:49:00;238.35;172.0;46.55;4.72;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 01:50:00;238.37;168.9;46.14;4.65;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 01:53:00;238.41;170.5;46.69;4.73;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 01:54:00;238.41;170.5;46.69;4.73;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 01:55:00;238.43;173.3;46.58;4.69;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-22 01:58:00;238.47;169.4;46.0;4.89;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 01:59:00;238.47;169.4;46.0;4.89;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 02:00:00;238.49;170.9;46.56;4.66;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 02:03:00;238.53;172.8;46.13;4.67;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:04:00;238.53;172.8;46.13;4.67;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:05:00;238.55;172.1;46.68;4.48;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:08:00;238.60;166.2;45.95;4.85;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 02:09:00;238.60;166.2;45.95;4.85;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 02:10:00;238.61;171.0;46.29;4.63;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-22 02:13:00;238.66;173.5;46.77;4.74;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:14:00;238.66;173.5;46.77;4.74;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:15:00;238.67;166.9;46.04;4.61;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 02:18:00;238.68;228.0;52.79;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-22 02:19:00;238.68;228.0;52.79;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-22 02:20:00;238.68;231.8;53.57;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-22 15:37:00;238.68;192.6;48.3;2.38;0.88;0.88;0.4;0.4;0.0;0.0
2019-08-22 15:38:00;238.70;191.8;48.25;3.01;0.89;0.89;0.55;0.55;0.0;0.0
2019-08-22 15:39:00;238.70;191.8;48.25;3.44;0.89;0.89;0.55;0.55;0.0;0.0
2019-08-22 15:40:00;238.71;191.1;47.92;3.45;0.89;0.89;0.57;0.57;0.0;0.0
2019-08-22 15:43:00;238.75;186.0;47.65;3.44;0.89;0.89;0.61;0.61;0.0;0.0
2019-08-22 15:44:00;238.75;186.0;47.65;3.44;0.89;0.89;0.61;0.61;0.0;0.0
2019-08-22 15:45:00;238.76;183.3;47.51;3.5;0.89;0.89;0.59;0.59;0.0;0.0
2019-08-22 15:48:00;238.80;188.1;48.01;3.5;0.89;0.89;0.58;0.58;0.0;0.0
2019-08-22 15:49:00;238.80;188.1;48.01;3.5;0.89;0.89;0.58;0.58;0.0;0.0
2019-08-22 15:50:00;238.81;184.4;47.84;3.44;0.89;0.89;0.58;0.58;0.0;0.0
2019-08-22 15:53:00;238.85;174.2;45.61;4.73;0.88;0.88;0.74;0.74;0.0;0.0
2019-08-22 15:54:00;238.85;172.0;45.61;4.75;0.88;0.88;0.74;0.74;0.0;0.0
2019-08-22 15:55:00;238.86;173.0;45.84;4.66;0.88;0.88;0.74;0.74;0.0;0.0
2019-08-22 15:58:00;238.91;180.7;46.79;5.04;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-22 15:59:00;238.91;180.7;46.79;4.07;0.87;0.87;0.66;0.66;0.0;0.0
2019-08-22 16:00:00;238.92;177.3;47.09;3.93;0.89;0.89;0.64;0.64;0.0;0.0
2019-08-22 16:03:00;238.96;180.1;47.11;3.95;0.89;0.89;0.65;0.65;0.0;0.0
2019-08-22 16:04:00;238.96;181.2;47.11;3.98;0.89;0.89;0.65;0.65;0.0;0.0
2019-08-22 16:05:00;238.97;173.8;47.0;3.93;0.9;0.9;0.63;0.63;0.0;0.0
2019-08-22 16:08:00;239.02;178.0;47.32;4.04;0.89;0.89;0.62;0.62;0.0;0.0
2019-08-22 16:09:00;239.02;178.5;47.32;3.84;0.89;0.89;0.62;0.62;0.0;0.0
2019-08-22 16:10:00;239.03;172.4;46.41;4.02;0.89;0.89;0.63;0.63;0.0;0.0
2019-08-22 16:13:00;239.07;178.3;46.76;3.85;0.89;0.89;0.62;0.62;0.0;0.0
2019-08-22 16:14:00;239.07;178.3;46.76;4.16;0.89;0.89;0.62;0.62;0.0;0.0
2019-08-22 16:15:00;239.08;179.6;46.96;3.93;0.89;0.89;0.61;0.61;0.0;0.0
2019-08-22 16:18:00;239.12;165.1;46.26;4.44;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:19:00;239.12;170.8;46.61;4.52;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:20:00;239.13;172.8;46.61;4.23;0.89;0.89;0.67;0.67;0.0;0.0
2019-08-22 16:23:00;239.18;166.2;46.25;4.47;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:24:00;239.18;172.7;46.25;4.43;0.9;0.9;0.69;0.69;0.0;0.0
2019-08-22 16:25:00;239.19;166.9;45.93;4.63;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 16:28:00;239.24;164.9;45.7;4.65;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:29:00;239.24;164.9;45.7;4.65;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:30:00;239.25;168.3;46.18;4.61;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:33:00;239.30;170.1;46.37;4.82;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:34:00;239.30;173.1;46.37;4.63;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:35:00;239.31;170.0;46.36;4.68;0.86;0.86;0.71;0.71;0.0;0.0
2019-08-22 16:38:00;239.35;170.6;46.27;4.77;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:39:00;239.35;170.6;46.27;4.46;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:40:00;239.37;171.9;46.42;4.47;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 16:43:00;239.41;172.5;46.49;4.7;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:44:00;239.41;172.5;46.49;4.7;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 16:45:00;239.42;170.8;46.38;4.71;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 16:48:00;239.47;168.7;46.5;4.61;0.9;0.9;0.72;0.72;0.0;0.0
2019-08-22 16:49:00;239.47;166.2;46.5;4.65;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 16:50:00;239.48;172.3;45.93;4.92;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 16:53:00;239.53;168.6;46.27;4.63;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 16:54:00;239.53;168.6;46.27;4.63;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 16:55:00;239.54;167.5;46.31;4.61;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 16:58:00;239.59;165.9;46.23;4.76;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 16:59:00;239.59;165.9;46.23;4.6;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 17:00:00;239.60;169.5;46.23;4.66;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 17:03:00;239.64;167.7;46.01;4.7;0.86;0.86;0.72;0.72;0.0;0.0
2019-08-22 17:04:00;239.64;167.7;45.99;4.76;0.9;0.9;0.72;0.72;0.0;0.0
2019-08-22 17:05:00;239.66;171.1;45.99;4.51;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 17:08:00;239.70;166.9;45.84;4.45;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 17:09:00;239.70;166.9;45.84;4.45;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 17:10:00;239.71;168.0;45.7;4.65;0.9;0.9;0.72;0.72;0.0;0.0
2019-08-22 17:13:00;239.76;170.6;45.99;4.89;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 17:14:00;239.76;167.9;45.99;4.79;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 17:15:00;239.77;167.3;45.95;4.71;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 17:18:00;239.82;167.5;46.22;4.66;0.89;0.89;0.68;0.68;0.0;0.0
2019-08-22 17:19:00;239.82;171.4;46.22;4.59;0.89;0.89;0.68;0.68;0.0;0.0
2019-08-22 17:20:00;239.83;169.0;46.0;4.75;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 17:23:00;239.87;165.5;45.93;4.68;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 17:24:00;239.88;165.8;45.89;4.66;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 17:25:00;239.89;165.8;45.89;4.77;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 17:28:00;239.94;165.1;46.07;5.06;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 17:29:00;239.94;165.1;46.07;5.06;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 17:30:00;239.95;167.0;46.0;4.67;0.89;0.89;0.68;0.68;0.0;0.0
2019-08-22 17:33:00;239.99;166.8;45.91;4.78;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 17:34:00;239.99;166.8;45.91;4.8;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 17:35:00;240.01;166.5;45.79;4.91;0.89;0.89;0.7;0.7;0.0;0.0
2019-08-22 17:38:00;240.05;161.5;45.68;4.96;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 17:39:00;240.05;161.5;45.83;4.96;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 17:40:00;240.06;168.1;45.83;4.55;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 17:43:00;240.11;167.7;45.95;4.82;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 17:44:00;240.11;167.7;45.95;4.82;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 17:45:00;240.12;164.4;46.07;4.9;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 17:46:00;240.13;168.7;46.1;4.53;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-22 17:48:00;240.17;159.8;45.69;5.08;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 17:49:00;240.17;159.8;45.69;4.91;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 17:50:00;240.18;156.7;45.62;5.1;0.88;0.88;0.68;0.68;0.0;0.0
2019-08-22 17:53:00;240.23;152.9;45.32;5.2;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-22 17:54:00;240.23;152.9;45.32;4.86;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-22 17:55:00;240.24;162.5;45.31;5.03;0.88;0.88;0.68;0.68;0.0;0.0
2019-08-22 17:58:00;240.28;157.6;44.06;4.89;0.88;0.88;0.67;0.67;0.0;0.0
2019-08-22 17:59:00;240.28;157.0;44.06;4.99;0.87;0.87;0.67;0.67;0.0;0.0
2019-08-22 18:00:00;240.30;150.6;45.09;5.2;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 18:03:00;240.34;156.5;44.98;4.81;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-22 18:18:00;240.51;155.2;44.82;5.35;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-22 18:39:00;240.74;169.9;52.63;4.96;0.89;0.89;0.0;0.0;0.0;0.0
2019-08-22 18:40:00;240.74;225.5;52.63;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-22 20:10:00;240.76;164.7;45.6;5.06;0.87;0.87;0.72;0.72;0.0;0.0
2019-08-22 20:11:00;240.77;164.7;46.03;4.68;0.89;0.89;0.68;0.68;0.0;0.0
2019-08-22 20:13:00;240.80;163.5;45.77;4.52;0.82;0.82;0.62;0.62;0.0;0.0
2019-08-22 20:14:00;240.80;163.5;45.77;4.52;0.82;0.82;0.62;0.62;0.0;0.0
2019-08-22 20:15:00;240.81;168.9;46.04;4.48;0.83;0.83;0.65;0.65;0.0;0.0
2019-08-22 23:50:00;243.15;168.6;46.38;4.59;0.85;0.85;0.72;0.72;0.0;0.0
2019-08-22 23:53:00;243.20;147.6;45.18;5.33;0.83;0.83;0.72;0.72;0.0;0.0
2019-08-22 23:54:00;243.21;147.6;45.74;5.33;0.83;0.83;0.7;0.7;0.0;0.0
2019-08-22 23:55:00;243.21;158.2;45.74;5.49;0.83;0.83;0.7;0.7;0.0;0.0
2019-08-23 17:30:00;244.31;206.6;49.27;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-23 17:31:00;244.31;184.0;47.78;4.25;0.9;0.9;0.69;0.69;0.0;0.0
2019-08-23 19:35:00;244.33;179.1;47.19;3.83;0.9;0.9;0.63;0.63;0.0;0.0
2019-08-23 19:36:00;244.34;170.0;45.34;5.09;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-23 19:38:00;244.38;152.4;44.59;5.56;0.87;0.87;0.75;0.75;0.0;0.0
2019-08-23 19:39:00;244.38;152.4;44.59;5.56;0.87;0.87;0.75;0.75;0.0;0.0
2019-08-23 19:40:00;244.39;161.9;44.89;4.96;0.88;0.88;0.73;0.73;0.0;0.0
2019-08-23 19:43:00;244.44;164.1;44.24;4.55;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-23 19:44:00;244.44;164.1;44.24;4.55;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-23 19:45:00;244.45;153.9;45.15;5.15;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-23 19:53:00;244.54;235.8;52.95;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-23 20:40:00;244.54;232.3;53.02;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-23 20:41:00;244.54;231.3;53.02;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-23 20:43:00;244.56;187.3;47.24;3.28;0.89;0.89;0.54;0.54;0.0;0.0
2019-08-23 20:44:00;244.56;187.3;47.24;3.28;0.89;0.89;0.54;0.54;0.0;0.0
2019-08-23 20:45:00;244.57;181.4;45.59;3.97;0.89;0.89;0.64;0.64;0.0;0.0
2019-08-23 20:48:00;244.61;171.5;46.54;4.39;0.89;0.89;0.67;0.67;0.0;0.0
2019-08-23 20:49:00;244.61;171.5;46.54;4.39;0.9;0.9;0.67;0.67;0.0;0.0
2019-08-23 20:50:00;244.62;157.1;45.17;4.47;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-23 21:13:00;244.88;146.9;44.72;5.46;0.87;0.87;0.72;0.72;0.0;0.0
2019-08-23 22:11:00;245.53;147.4;43.31;5.32;0.86;0.86;0.7;0.7;0.0;0.0
2019-08-24 02:52:00;248.87;147.3;44.68;5.91;0.84;0.84;0.77;0.77;0.0;0.0
2019-08-24 02:53:00;248.90;161.8;45.34;5.46;0.87;0.87;0.73;0.73;0.0;0.0
2019-08-24 02:54:00;248.91;155.1;45.63;5.48;0.87;0.87;0.73;0.73;0.0;0.0
2019-08-24 02:55:00;248.91;155.1;45.63;5.48;0.86;0.86;0.73;0.73;0.0;0.0
2019-08-24 02:58:00;248.96;162.1;45.63;4.99;0.86;0.86;0.73;0.73;0.0;0.0
2019-08-24 03:03:00;249.02;157.9;45.18;5.59;0.86;0.86;0.76;0.76;0.0;0.0
2019-08-24 03:04:00;249.03;156.4;45.49;5.9;0.87;0.87;0.73;0.73;0.0;0.0
2019-08-24 03:08:00;249.08;153.8;45.48;5.52;0.86;0.86;0.74;0.74;0.0;0.0
2019-08-24 03:09:00;249.09;164.4;46.12;5.52;0.86;0.86;0.73;0.73;0.0;0.0
2019-08-24 03:10:00;249.09;164.4;46.12;5.13;0.87;0.87;0.73;0.73;0.0;0.0
2019-08-24 03:13:00;249.14;162.8;46.49;5.02;0.85;0.85;0.68;0.68;0.0;0.0
2019-08-24 03:14:00;249.15;169.4;46.62;5.03;0.85;0.85;0.67;0.67;0.0;0.0
2019-08-24 03:15:00;249.15;169.4;46.62;5.03;0.84;0.84;0.67;0.67;0.0;0.0
2019-08-24 03:18:00;249.20;165.9;46.47;5.05;0.84;0.84;0.67;0.67;0.0;0.0
2019-08-24 03:19:00;249.21;165.9;45.51;5.05;0.84;0.84;0.66;0.66;0.0;0.0
2019-08-24 03:20:00;249.21;158.4;45.51;4.74;0.84;0.84;0.66;0.66;0.0;0.0
2019-08-24 03:23:00;249.26;167.3;46.69;5.15;0.84;0.84;0.66;0.66;0.0;0.0
2019-08-24 03:24:00;249.27;162.5;46.35;5.09;0.84;0.84;0.67;0.67;0.0;0.0
2019-08-24 03:25:00;249.27;162.5;46.35;5.09;0.85;0.85;0.67;0.67;0.0;0.0
2019-08-24 03:28:00;249.31;167.2;46.15;5.04;0.84;0.84;0.69;0.69;0.0;0.0
2019-08-24 03:29:00;249.32;167.2;46.4;5.04;0.84;0.84;0.69;0.69;0.0;0.0
2019-08-24 03:33:00;249.37;159.0;46.18;4.73;0.86;0.86;0.66;0.66;0.0;0.0
2019-08-24 03:34:00;249.38;159.0;47.02;4.73;0.86;0.86;0.65;0.65;0.0;0.0
2019-08-24 03:35:00;249.38;174.2;47.02;4.21;0.85;0.85;0.65;0.65;0.0;0.0
2019-08-28 03:13:00;249.41;189.0;47.92;2.71;0.84;0.84;0.43;0.43;0.0;0.0
2019-08-28 03:14:00;249.41;191.8;48.18;2.73;0.84;0.84;0.43;0.43;0.0;0.0
2019-08-28 03:15:00;249.42;183.2;48.12;3.91;0.8;0.8;0.49;0.49;0.0;0.0
2019-08-28 03:18:00;249.46;178.7;47.81;3.95;0.8;0.8;0.56;0.56;0.0;0.0
2019-08-28 03:19:00;249.46;178.7;47.59;3.95;0.8;0.8;0.56;0.56;0.0;0.0
2019-08-28 03:20:00;249.47;173.6;47.59;4.42;0.84;0.84;0.63;0.63;0.0;0.0
2019-08-28 03:23:00;249.51;170.1;46.64;4.58;0.8;0.8;0.61;0.61;0.0;0.0
2019-08-28 03:24:00;249.51;170.1;46.64;4.58;0.8;0.8;0.61;0.61;0.0;0.0
2019-08-28 03:25:00;249.52;169.5;46.67;4.91;0.8;0.8;0.64;0.64;0.0;0.0
2019-08-28 03:28:00;249.56;171.4;46.32;4.56;0.81;0.81;0.62;0.62;0.0;0.0
2019-08-28 03:29:00;249.56;171.4;46.32;4.56;0.81;0.81;0.62;0.62;0.0;0.0
2019-08-28 03:30:00;249.57;167.6;46.25;4.64;0.8;0.8;0.61;0.61;0.0;0.0
2019-08-28 03:33:00;249.61;171.7;46.55;4.54;0.8;0.8;0.62;0.62;0.0;0.0
2019-08-28 03:34:00;249.61;171.7;46.55;4.54;0.8;0.8;0.62;0.62;0.0;0.0
2019-08-28 03:35:00;249.62;169.4;47.08;4.57;0.8;0.8;0.61;0.61;0.0;0.0
2019-08-28 03:39:00;249.66;168.8;47.09;4.42;0.8;0.8;0.58;0.58;0.0;0.0
2019-08-28 03:40:00;249.67;170.9;46.68;4.41;0.8;0.8;0.6;0.6;0.0;0.0
2019-08-28 03:43:00;249.71;171.1;46.94;4.48;0.8;0.8;0.62;0.62;0.0;0.0
2019-08-28 03:44:00;249.71;171.1;46.94;4.48;0.8;0.8;0.62;0.62;0.0;0.0
2019-08-28 03:45:00;249.72;164.8;46.37;4.44;0.77;0.77;0.61;0.61;0.0;0.0
2019-08-28 03:49:00;249.76;210.7;49.19;0.6;0.72;0.72;0.09;0.09;0.0;0.0
2019-08-29 23:15:00;250.17;180.0;47.7;3.44;0.87;0.87;0.53;0.53;0.0;0.0
2019-08-29 23:16:00;250.18;174.7;47.58;3.5;0.82;0.82;0.53;0.53;0.0;0.0
2019-08-29 23:17:00;250.19;169.2;46.45;4.08;0.78;0.78;0.55;0.55;0.0;0.0
2019-08-30 00:25:00;250.98;242.6;54.07;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-30 16:35:00;250.98;182.9;47.31;3.34;0.9;0.9;0.53;0.53;0.0;0.0
2019-08-30 16:38:00;251.01;221.3;52.52;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-30 21:07:00;251.01;183.1;48.49;3.71;0.88;0.88;0.5;0.5;0.0;0.0
2019-08-30 21:08:00;251.02;171.0;46.28;4.88;0.86;0.86;0.71;0.71;0.0;0.0
2019-08-30 21:13:00;251.08;156.7;44.85;4.76;0.86;0.86;0.61;0.61;0.0;0.0
2019-08-30 21:18:00;251.13;151.2;44.94;4.61;0.86;0.86;0.62;0.62;0.0;0.0
2019-08-30 21:19:00;251.13;151.2;44.94;4.61;0.86;0.86;0.62;0.62;0.0;0.0
2019-08-30 22:55:00;252.15;146.9;44.91;4.99;0.87;0.87;0.64;0.64;0.0;0.0
2019-08-30 23:31:00;252.40;236.3;53.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-31 22:45:00;252.41;184.4;47.97;3.69;0.88;0.88;0.54;0.54;0.0;0.0
2019-08-31 22:48:00;252.45;175.7;46.16;3.87;0.88;0.88;0.59;0.59;0.0;0.0
2019-08-31 22:49:00;252.45;175.7;46.16;3.87;0.88;0.88;0.59;0.59;0.0;0.0
2019-08-31 22:50:00;252.46;179.9;46.66;3.97;0.88;0.88;0.61;0.61;0.0;0.0
2019-08-31 22:53:00;252.50;169.4;46.19;4.21;0.88;0.88;0.61;0.61;0.0;0.0
2019-08-31 22:54:00;252.50;169.4;46.19;4.21;0.88;0.88;0.61;0.61;0.0;0.0
2019-08-31 22:55:00;252.51;166.9;44.81;4.33;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-31 22:58:00;252.56;172.2;45.19;4.31;0.89;0.89;0.67;0.67;0.0;0.0
2019-08-31 22:59:00;252.56;172.2;45.19;4.31;0.89;0.89;0.67;0.67;0.0;0.0
2019-08-31 23:00:00;252.57;165.7;46.11;4.6;0.87;0.87;0.72;0.72;0.0;0.0
2019-08-31 23:03:00;252.61;170.5;46.03;4.76;0.88;0.88;0.68;0.68;0.0;0.0
2019-08-31 23:04:00;252.61;170.5;46.03;4.76;0.88;0.88;0.68;0.68;0.0;0.0
2019-08-31 23:05:00;252.63;165.3;46.22;4.7;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-31 23:08:00;252.67;168.6;45.51;4.3;0.88;0.88;0.68;0.68;0.0;0.0
2019-08-31 23:09:00;252.67;168.6;46.61;4.3;0.88;0.88;0.68;0.68;0.0;0.0
2019-08-31 23:10:00;252.68;166.3;46.61;4.36;0.89;0.89;0.67;0.67;0.0;0.0
2019-08-31 23:13:00;252.73;165.3;46.07;4.49;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-31 23:14:00;252.73;165.3;46.07;4.49;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-31 23:15:00;252.74;166.9;45.6;4.98;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-31 23:18:00;252.78;161.1;45.74;5.3;0.89;0.89;0.68;0.68;0.0;0.0
2019-08-31 23:19:00;252.78;161.1;45.74;5.3;0.89;0.89;0.68;0.68;0.0;0.0
2019-08-31 23:20:00;252.80;168.4;45.88;4.55;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-31 23:23:00;252.84;161.2;45.98;4.69;0.89;0.89;0.68;0.68;0.0;0.0
2019-08-31 23:24:00;252.84;161.2;45.98;4.69;0.89;0.89;0.68;0.68;0.0;0.0
2019-08-31 23:25:00;252.85;169.2;45.3;4.61;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-31 23:28:00;252.90;165.1;45.95;4.42;0.88;0.88;0.68;0.68;0.0;0.0
2019-08-31 23:29:00;252.90;165.1;45.95;4.42;0.88;0.88;0.68;0.68;0.0;0.0
2019-08-31 23:30:00;252.91;163.1;46.11;4.79;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-31 23:33:00;252.95;163.8;45.83;4.43;0.89;0.89;0.65;0.65;0.0;0.0
2019-08-31 23:34:00;252.95;163.8;45.83;4.43;0.89;0.89;0.65;0.65;0.0;0.0
2019-08-31 23:35:00;252.97;158.5;45.49;4.89;0.89;0.89;0.69;0.69;0.0;0.0
2019-08-31 23:38:00;253.01;158.2;45.36;4.7;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-31 23:39:00;253.01;158.2;45.36;4.7;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-31 23:40:00;253.02;163.4;45.99;4.64;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-31 23:43:00;253.07;165.0;45.2;4.71;0.88;0.88;0.65;0.65;0.0;0.0
2019-09-01 00:34:00;253.62;165.1;45.3;4.46;0.89;0.89;0.67;0.67;0.0;0.0
2019-09-01 00:50:00;253.80;158.5;45.09;4.63;0.88;0.88;0.68;0.68;0.0;0.0
2019-09-01 01:06:00;253.96;153.0;45.91;4.42;0.87;0.87;0.64;0.64;0.0;0.0
2019-09-01 01:54:00;254.49;158.7;45.1;4.63;0.87;0.87;0.66;0.66;0.0;0.0
2019-09-01 01:55:00;254.49;158.7;45.1;4.63;0.87;0.87;0.66;0.66;0.0;0.0
2019-09-01 20:05:00;254.80;183.1;47.09;3.78;0.88;0.88;0.61;0.61;0.0;0.0
2019-09-01 20:08:00;254.85;149.0;45.44;6.5;0.86;0.86;0.8;0.8;0.0;0.0
2019-09-01 20:09:00;254.86;152.0;45.17;5.54;0.86;0.86;0.75;0.75;0.0;0.0
2019-09-01 20:10:00;254.86;152.0;45.17;5.54;0.86;0.86;0.75;0.75;0.0;0.0
2019-09-01 20:13:00;254.91;156.3;44.89;5.37;0.87;0.87;0.74;0.74;0.0;0.0
2019-09-01 20:14:00;254.92;156.0;44.94;5.37;0.87;0.87;0.73;0.73;0.0;0.0
2019-09-01 21:16:00;255.63;154.7;45.69;5.6;0.86;0.86;0.69;0.69;0.0;0.0
2019-09-01 21:18:00;255.67;159.9;45.51;5.21;0.86;0.86;0.73;0.73;0.0;0.0
2019-09-01 21:19:00;255.67;156.5;45.51;5.46;0.86;0.86;0.73;0.73;0.0;0.0
